responseid,recordeddate,duration,userlanguage,source,gc,aid,distributionchannel,resi_ny,res_length,zip,cross_1,cross_2,age,gen,gen_text,race,race_his_lat,race_white,race_black,race_native,race_haw,race_e_asian,race_other,race_s_asian,race_pnta,race_text,mar,relig,relig_text,sex,sex_text,lang,lang_text,disab,disab_cog,disab_phys,disab_none,disab_pnta,sch_level,sch_level_text,labor,hh_sn_65,hh_ad_18_64,hh_ch_6_17,hh_ch_3_5,hh_ch_0_2,income,inc_ch,emp_before,emp_before_ft,emp_before_pt,emp_before_gig,emp_before_sb,emp_before_st,emp_before_fl,emp_before_re,emp_before_hm,emp_before_other,emp_before_un,emp_before_text,emp_after,emp_after_ft,emp_after_pt,emp_after_fl,emp_after_sb,emp_after_st,emp_after_gig,emp_after_hm,emp_after_other,emp_after_re,emp_after_un,emp_after_text,wrk,emp_reas,emp_reas_laid,emp_reas_fire,emp_reas_pay,emp_reas_ben,emp_reas_new,emp_reas_covid,emp_reas_re,emp_reas_train,emp_reas_other,emp_reas_na,emp_reas_text,unemp_ben,unemp_tm,unemp_diff,unemp_diff_lang,unemp_diff_nav,unemp_diff_app,unemp_diff_tech,unemp_diff_den,unemp_diff_not_app,unemp_diff_other,unemp_diff_no_diff,unemp_diff_text,res_type,res_type_rent,diff_afford,diff_afford_food,diff_afford_trans,diff_afford_util,diff_afford_rent,diff_afford_internet,diff_afford_hc,diff_afford_cc,diff_afford_tech,diff_afford_none,diff_access,diff_access_food,diff_access_ss,diff_access_trans,diff_access_hous,diff_access_internet,diff_access_hc,diff_access_test,diff_access_cc,diff_access_none,diff_access_tech,insecure,insecure_food_worr,insecure_food_ran_out,insecure_hous,insecure_evict,insecure_none,ins,ins_priv,ins_emp,ins_care,ins_caid,ins_idk,ins_none,trans_drive,trans_taxi,trans_carpool,trans_public_bus,trans_priv_bus,trans_subway,trans_rail,trans_ferry,trans_bike,trans_walk,rate_gov,rate_neigh_gar,rate_neigh_pot,rate_neigh_lib,rate_neigh_pub,rate_neigh_rec,rate_neigh_code,rate_neigh_med,rate_neigh_pol,rate_neigh_pre,lr_stress,lr_stress_fb,lr_stress_np,lr_stress_gov,lr_stress_emp,lr_stress_uni,lr_stress_ff,lr_stress_idk,lr_trans,lr_trans_fb,lr_trans_np,lr_trans_gov,lr_trans_emp,lr_trans_uni,lr_trans_ff,lr_trans_idk,lr_food,lr_food_fb,lr_food_np,lr_food_gov,lr_food_emp,lr_food_uni,lr_food_ff,lr_food_idk,lr_hc,lr_hc_fb,lr_hc_np,lr_hc_gov,lr_hc_emp,lr_hc_uni,lr_hc_ff,lr_hc_idk,lr_util,lr_util_fb,lr_util_np,lr_util_gov,lr_util_emp,lr_util_uni,lr_util_ff,lr_util_idk,lr_cc,lr_cc_fb,lr_cc_np,lr_cc_gov,lr_cc_emp,lr_cc_uni,lr_cc_ff,lr_cc_idk,lr_ec,lr_ec_fb,lr_ec_np,lr_ec_gov,lr_ec_emp,lr_ec_uni,lr_ec_ff,lr_ec_idk,stress_unc,stress_conf,stress_way,stress_pile,safe_home,safe_work,safe_commute,safe_sch,safe_reas,safe_reas_pol_lack,safe_reas_light,safe_reas_pol_pres,safe_reas_drug_alc,safe_reas_news,safe_reas_none,av_crime,av_crime_hc,av_crime_trans,av_crime_sch,av_crime_work,av_crime_pub_space,av_crime_ent,av_crime_shop,av_crime_relig,av_crime_none,pol_local,pol_exp_gen,pol_exp_dist,pol_exp_ment,pol_exp_self,pol_exp_neigh,pol_exp_crime,exp,exp_ab,exp_vi,exp_none,exp_pnta,discrim,stressors,email,phone,any_else,any_else_fut_yes,any_else_fut_no,demographic_na,policy_na,exclusion_reason,borough,bronx,bk,mh,qu,si,neighborhood,completion,gender,sex_orientation,religion,religion_group,lgbtq_bi,lgbtq,bronx_bi,brooklyn_bi,queens_bi,manhattan_bi,staten_island_bi,english_lang,asian,race_census,race_census2,race_census3,hh_size,hh_ad_one,hh_sn_65_bi,hh_ch_6_17_bi,hh_ch_3_5_bi,hh_ch_0_2_bi,hh_ch_0_17_bi,hh_ch_sn,hh_child,hh_elderly,dis,cog_dis,phys_dis,both_dis,hh_disability,edu_cat,sch_level_cat,sch_bach,education,inc_neg,inc_pos,inc_same,below_poverty_bi,inc_dist,inc_ab_med,inc_be_med,inc_level,below_poverty,below_median,wrk_in,emp_status_before,emp_status_after,emp_change,emp_before_part_time,emp_after_part_time,discrim_bi,exp_ab_or_vi,exp_ab_and_vi,rate_neigh_pub_good,rate_neigh_rec_good,rate_neigh_code_good,rate_neigh_pol_good,rate_neigh_pre_good,rate_neigh_pub_bad,rate_neigh_rec_bad,rate_neigh_code_bad,rate_neigh_pol_bad,rate_neigh_pre_bad,rate_gov_bad,rate_gov_good,stress_score,stress_bi,ins_has,lr_fam,lr_gov,lr_fb,lr_np,lr_uni,lr_emp,food_insec,house_insec,fin_insec,res_insec,sev_food_insec,sev_house_insec
r_1ihnmzr3arsm0rw,2023-11-02T19:56:11Z,508,en,9,99,,99,1,3,10457,burnside avenue,grand concourse,28,5,baddie,hispanic or latinx;black or african american,1,0,1,0,0,0,0,0,0,,1,7,,3,,0,,"yes, i currently am living with a cognitive disability",1,0,0,0,5,,4,0,1,0,0,0,3,1,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,1,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,1,3,food;transportation;paying rent/mortgage;internet;health care services,1,1,0,1,1,1,0,0,0,health care services,0,0,0,0,0,1,0,0,0,0,worried about running out of food,1,0,0,0,0,employer-provided insurance,0,1,0,0,0,0,,,,2,,1,,,,3,2,4,5,2,5,4,5,3,2,4,friends/family,0,0,0,0,0,1,0,government agencies;friends/family,0,0,1,0,0,1,0,friends/family,0,0,0,0,0,1,0,government agencies;my employer/business;friends/family,0,0,1,1,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,4,2,2,5,2,2,5,3,lack of lighting in my neighborhood;drug and alcohol use in public;local news (print or digital) coverage of crime,0,1,0,1,1,0,using public transportation;going to work;spending time in an outdoor public space;going out to evening entertainment/lesiure;going shopping/running errands,0,1,0,1,1,1,1,0,0,3,2,2,2,2,2,1,i prefer not to say,0,0,0,1,2,,,,"no, i would not like to be contacted for future surveys or modules",0,1,34,189,include,bronx,central bronx,,,,,central bronx,0.9053030303030303,other,bisexual,no religion/unaffiliated,None/Unaffiliated,1,LGBTQIA+,TRUE,FALSE,FALSE,FALSE,FALSE,English spoken at home,0,hispanic or latinx,hispanic or latinx,two or more races,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,TRUE,TRUE,FALSE,FALSE,Household with a disability,bachelor’s degree,5,1,Bachelor's or Higher,0,1,0,0,2,FALSE,TRUE,HH income between $36500 and $69500,Above Poverty Level,Below Median Income,TRUE,employed,employed,FALSE,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0
r_xhuuzgmcgja8hgl,2023-11-02T21:16:02Z,529,en,120,99,,99,1,3,10031,broadway,w 146th st,48,2,,other,0,0,0,0,0,0,1,0,0,human,2,7,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,0,2,2,0,0,3,3,"part-time employee;self employed - freelance, independent contractor, consultant",0,1,0,0,0,1,0,0,0,0,,"part-time employee;self employed - freelance, independent contractor, consultant",0,1,1,0,0,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not have any difficulty accessing unemployment benefits,0,0,0,0,0,0,0,1,,1,3,"food;transportation;paying utilities (e.g. electricity, water, gas);internet",1,1,1,0,1,0,0,0,0,none of the above,0,0,0,0,0,0,0,0,1,0,worried about running out of food;eviction or threat of eviction,1,0,0,1,0,medicaid,0,0,0,1,0,0,1,3,,,,2,,,,,4,3,4,3,3,2,4,5,4,4,not sure/not applicable,0,0,0,0,0,0,1,friends/family,0,0,0,0,0,1,0,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,3,3,3,3,4,2,3,2,police presence in my neighborhood;drug and alcohol use in public,0,0,1,1,0,0,using public transportation,0,1,0,0,0,0,0,0,0,1,2,2,2,2,2,3,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,1,,bnclaynyc@yahoo.com,6463056205,"yes, i would like to be contacted for future surveys or modules",1,0,34,189,include,manhattan,,,inwood and washington heights,,,inwood and washington heights,0.9128787878787878,female,heterosexual,no religion/unaffiliated,None/Unaffiliated,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,other,other,other,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,0,0,1,1,2,FALSE,TRUE,HH income between $36500 and $69500,Below Poverty Level,Below Median Income,TRUE,employed,employed,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0
r_2ppv1xeesabz0es,2023-11-02T21:44:57Z,500,en,123,99,,99,1,3,10456,168th st.,3rd ave.,36,2,,hispanic or latinx,1,0,0,0,0,0,0,0,0,,2,2,,1,,1,spanish,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,0,2,1,1,0,3,2,unemployed,0,0,0,0,0,0,0,0,0,1,,unemployed,0,0,0,0,0,0,0,0,0,1,,5,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,3,,language barriers,1,0,0,0,0,0,0,0,,1,4,"food;transportation;paying utilities (e.g. electricity, water, gas);paying rent/mortgage;internet;technology;health care services",1,1,1,1,1,1,0,1,0,food;social services and/or benefits (e.g. food stamps);transportation;housing;internet;technology;health care services,1,1,1,1,1,1,0,0,0,1,worried about running out of food,1,0,0,0,0,private insurance,1,0,0,0,0,0,,,,1,,2,,,3,,3,2,4,3,3,3,4,3,3,4,faith-based organizations;community non-profits;government agencies;friends/family,1,1,1,0,0,1,0,faith-based organizations;community non-profits;government agencies;friends/family,1,1,1,0,0,1,0,faith-based organizations;community non-profits,1,1,0,0,0,0,0,government agencies,0,0,1,0,0,0,0,faith-based organizations;community non-profits,1,1,0,0,0,0,0,faith-based organizations;community non-profits;friends/family,1,1,0,0,0,1,0,faith-based organizations;community non-profits;friends/family,1,1,0,0,0,1,0,2,3,4,2,2,2,5,4,lack of police in my neighborhood;lack of lighting in my neighborhood;local news (print or digital) coverage of crime,1,1,0,0,1,0,using public transportation;spending time in an outdoor public space;going out to evening entertainment/lesiure;going shopping/running errands,0,1,0,0,1,1,1,0,0,2,2,1,1,2,1,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,2,,sonia.c.vargas@gmail.com,3473983607,"yes, i would like to be contacted for future surveys or modules",1,0,34,189,include,bronx,high bridge and morrisania,,,,,high bridge and morrisania,0.9128787878787878,female,heterosexual,protestant / protestantism,Christian,,,TRUE,FALSE,FALSE,FALSE,FALSE,Other langugage spoken at home,0,hispanic or latinx,hispanic or latinx,hispanic or latinx,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,1,0,0,1,2,FALSE,TRUE,HH income between $36500 and $69500,Below Poverty Level,Below Median Income,FALSE,unemployed,unemployed,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,0
r_1dqgzkevibg69d6,2023-11-03T03:49:30Z,913,en,120,99,,99,1,3,10031,140th st,riverside drive,77,2,,black or african american;other,0,0,1,0,0,0,1,0,0,afro-brazilian,2,2,,1,,1,brazilian portuguese,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,2,2,0,0,0,0,3,3,retired,0,0,0,0,0,0,1,0,0,0,,retired,0,0,0,0,0,0,0,0,1,0,,5,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,5,,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,medicare,0,0,1,0,0,0,,,,1,,2,,,,3,2,2,2,1,2,2,2,2,3,3,government agencies;my unions;friends/family,0,0,1,0,1,1,0,community non-profits;government agencies;friends/family,0,1,1,0,0,1,0,faith-based organizations;community non-profits;government agencies;friends/family,1,1,1,0,0,1,0,faith-based organizations;community non-profits;government agencies;my unions,1,1,1,0,1,0,0,not sure/not applicable,0,0,0,0,0,0,1,friends/family,0,0,0,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,4,4,4,2,1,3,5,5,lack of police in my neighborhood;drug and alcohol use in public;local news (print or digital) coverage of crime,1,0,0,1,1,0,using public transportation;taking my child to school/day care;spending time in an outdoor public space;going out to evening entertainment/lesiure,0,1,1,0,1,1,0,0,0,3,1,1,2,2,2,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,2,,champchms@aol.com,9179729182,"yes, i would like to be contacted for future surveys or modules",1,0,35,188,include,manhattan,,,inwood and washington heights,,,inwood and washington heights,0.9128787878787878,female,heterosexual,protestant / protestantism,Christian,,,FALSE,FALSE,FALSE,TRUE,FALSE,Other langugage spoken at home,0,two or more races,two or more races,two or more races,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,Has senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,0,1,0,2,FALSE,TRUE,HH income between $36500 and $69500,Above Poverty Level,Below Median Income,FALSE,retired,retired,FALSE,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_31pasgrn85qd7uu,2023-11-03T08:57:30Z,2617,en,87,99,,99,1,1,10039,151st st.,,23,1,,white,0,1,0,0,0,0,0,0,0,,1,6,christian,1,,0,,"no, i am not currently living with a cognitive or physical disability;i prefer not to say",0,0,1,1,4,,4,0,5,0,0,0,1,3,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,1,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not have any difficulty accessing unemployment benefits,0,0,0,0,0,0,0,1,,1,3,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,private insurance;employer-provided insurance,1,1,0,0,0,0,,,3,2,,1,,,,,3,2,2,2,2,2,2,2,2,2,faith-based organizations,1,0,0,0,0,0,0,my employer/business,0,0,0,1,0,0,0,my employer/business,0,0,0,1,0,0,0,my employer/business,0,0,0,1,0,0,0,my employer/business,0,0,0,1,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,3,4,4,2,2,1,2,2,local news (print or digital) coverage of crime,0,0,0,0,1,0,none of the above,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,3,,,,"no, i would not like to be contacted for future surveys or modules",0,1,33,189,include,manhattan,,,central harlem,,,central harlem,0.9015151515151515,male,heterosexual,other,Other,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,white,white,white,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,associate’s degree,4,0,Less than Bachelor's,0,0,1,1,1,FALSE,TRUE,HH income below $36500,Below Poverty Level,Below Median Income,TRUE,employed,employed,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
r_0kvdu6b71ltqhxn,2023-11-03T12:42:46Z,390,en,a,99,,99,1,2,10002,eldridge,canal,23,2,,black or african american;other,0,0,1,0,0,0,1,0,0,southeast asian/cambodian,1,7,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,0,2,0,0,0,3,1,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,1,3,food;paying rent/mortgage;technology,1,0,0,1,0,0,0,1,0,none of the above,0,0,0,0,0,0,0,0,1,0,difficulty finding housing,0,0,1,0,0,employer-provided insurance,0,1,0,0,0,0,,3,,,,1,,,,2,3,4,4,3,3,4,4,3,3,4,friends/family,0,0,0,0,0,1,0,government agencies;my employer/business,0,0,1,1,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,my employer/business,0,0,0,1,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,4,2,3,5,2,1,3,3,lack of lighting in my neighborhood;drug and alcohol use in public,0,1,0,1,0,0,using public transportation;spending time in an outdoor public space;going out to evening entertainment/lesiure,0,1,0,0,1,1,0,0,0,2,2,2,2,2,2,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,2,,,,"no, i would not like to be contacted for future surveys or modules",0,1,34,189,include,manhattan,,,lower east side,,,lower east side,0.9053030303030303,female,heterosexual,no religion/unaffiliated,None/Unaffiliated,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,two or more races,two or more races,two or more races,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,0,1,0,1,2,FALSE,TRUE,HH income between $36500 and $69500,Below Poverty Level,Below Median Income,TRUE,employed,employed,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,14,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,1
r_dm0jczqadvwnnch,2023-11-03T13:29:16Z,160,en,48,99,,99,1,2,11238,fulton st,st james,27,1,,white,0,1,0,0,0,0,0,0,0,,1,3,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,0,3,0,0,0,2,1,part-time employee;student,0,1,0,0,1,0,0,0,0,0,,part-time employee;student,0,1,0,0,1,0,0,0,0,0,,3,returned to school or job training,0,0,0,0,0,0,0,1,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,37,include,brooklyn,,central brooklyn,,,,central brooklyn,0.3143939393939394,male,heterosexual,jewish / judaism,"Minority (Jewish, Muslim, Hindu)",,,FALSE,TRUE,FALSE,FALSE,FALSE,English spoken at home,0,white,white,white,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,0,1,0,1,1,FALSE,TRUE,HH income below $36500,Below Poverty Level,Below Median Income,TRUE,employed,employed,FALSE,1,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_10xdfsp415ilsam,2023-11-03T13:44:01Z,1039,en,48,99,,99,1,3,11429,219 st.,104 avenue,31,2,,black or african american,0,0,1,0,0,0,0,0,0,,1,2,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,1,3,0,0,0,1,2,student,0,0,0,0,1,0,0,0,0,0,,student,0,0,0,0,1,0,0,0,0,0,,1,returned to school or job training,0,0,0,0,0,0,0,1,0,0,,3,,previously denied for unemployment benefits,0,0,0,0,1,0,0,0,,2,3,"food;transportation;paying utilities (e.g. electricity, water, gas);paying rent/mortgage;internet;technology;health care services",1,1,1,1,1,1,0,1,0,food;social services and/or benefits (e.g. food stamps);transportation;housing;internet;technology;health care services,1,1,1,1,1,1,0,0,0,1,worried about running out of food;difficulty finding housing,1,0,1,0,0,"no, i do not have any form of health insurance",0,0,0,0,0,1,1,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,85,include,queens,,,,southeast queens,,southeast queens,0.4962121212121212,female,heterosexual,protestant / protestantism,Christian,,,FALSE,FALSE,TRUE,FALSE,FALSE,English spoken at home,0,black or african american,black or african american,black or african american,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,Has senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,1,0,0,1,1,FALSE,TRUE,HH income below $36500,Below Poverty Level,Below Median Income,TRUE,student,student,FALSE,1,1,FALSE,,,,,,,,,,,,,,,,,FALSE,,,,,,,TRUE,TRUE,TRUE,TRUE,1,1
r_1ngmm6bflcdtfhe,2023-11-03T14:21:17Z,1279,en,9,99,,99,1,3,10459,freeman and southern blvd,,46,2,,black or african american,0,0,1,0,0,0,0,0,0,,4,6,,3,,0,,"yes, i currently am living with a physical disability",0,1,0,0,5,,4,0,1,2,0,0,1,3,homemaker,0,0,0,0,0,0,0,1,0,0,,homemaker,0,0,0,0,0,0,1,0,0,0,,5,covid-19 concerns at my previous job,0,0,0,0,0,1,0,0,0,0,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,1,1,food;transportation;internet;technology,1,1,0,0,1,0,0,1,0,none of the above,0,0,0,0,0,0,0,0,1,0,worried about running out of food;eviction or threat of eviction,1,0,0,1,0,medicaid,0,0,0,1,0,0,,,,1,,2,,,,3,2,3,3,2,3,2,2,3,4,4,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,community non-profits,0,1,0,0,0,0,0,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,3,4,4,3,3,3,4,2,lack of police in my neighborhood,1,0,0,0,0,0,using public transportation,0,1,0,0,0,0,0,0,0,3,2,1,2,2,2,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,2,food.,,,"yes, i would like to be contacted for future surveys or modules",1,0,32,189,include,bronx,hunts point and mott haven,,,,,hunts point and mott haven,0.9015151515151515,female,bisexual,other,Other,1,LGBTQIA+,TRUE,FALSE,FALSE,FALSE,FALSE,English spoken at home,0,black or african american,black or african american,black or african american,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,TRUE,FALSE,TRUE,FALSE,Household with a disability,bachelor’s degree,5,1,Bachelor's or Higher,0,0,1,1,1,FALSE,TRUE,HH income below $36500,Below Poverty Level,Below Median Income,FALSE,employed,employed,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,14,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0
r_ahxjjfytmk1vzzz,2023-11-03T19:33:04Z,1684,en,9,99,,99,1,3,10456,167,,47,2,,black or african american,0,0,1,0,0,0,0,0,0,,1,4,,1,,1,french,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,4,0,4,1,0,0,3,3,self employed - small business owner,0,0,0,1,0,0,0,0,0,0,,self employed - small business owner,0,0,0,1,0,0,0,0,0,0,,1,returned to school or job training,0,0,0,0,0,0,0,1,0,0,,2,,other,0,0,0,0,0,0,1,0,,1,4,"food;paying utilities (e.g. electricity, water, gas)",1,0,1,0,0,0,0,0,0,food,1,0,0,0,0,0,0,0,0,0,none of the above,0,0,0,0,1,medicaid,0,0,0,1,0,0,,,,1,,,,,,,2,3,3,3,2,3,4,3,4,4,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,1,5,5,1,1,2,2,2,lack of police in my neighborhood;drug and alcohol use in public,1,0,0,1,0,0,spending time in an outdoor public space;going out to evening entertainment/lesiure;going to a place of worship,0,0,0,0,1,1,0,1,0,3,3,2,1,2,3,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,2,drinking outdoors,abamba54@gmail.com,3473222539,"yes, i would like to be contacted for future surveys or modules",1,0,33,187,include,bronx,high bridge and morrisania,,,,,high bridge and morrisania,0.9053030303030303,female,heterosexual,muslim / islam,"Minority (Jewish, Muslim, Hindu)",,,TRUE,FALSE,FALSE,FALSE,FALSE,Other langugage spoken at home,0,black or african american,black or african american,black or african american,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,0,1,1,2,FALSE,TRUE,HH income between $36500 and $69500,Below Poverty Level,Below Median Income,TRUE,employed,employed,FALSE,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0
